pseudo_bulk	cluster	annotation
C713_Werba_S27	4	epithelial_malignant
C738_Werba_S27	6	endothelial
C762_Werba_S27	4	epithelial_malignant
C806_Werba_S27	4	epithelial_malignant
C847_Werba_S27	0	myeloid
C853_Werba_S27	3	lymphoid
C91_Werba_S27	4	epithelial_malignant
C93_Werba_S27	0	myeloid
I101_Werba_S27	4	epithelial_malignant
I106_Werba_S27	4	epithelial_malignant
I107_Werba_S27	4	epithelial_malignant
I108_Werba_S27	0	myeloid
I112_Werba_S27	4	epithelial_malignant
I115_Werba_S27	4	epithelial_malignant
I117_Werba_S27	4	epithelial_malignant
I120_Werba_S27	4	epithelial_malignant
I121_Werba_S27	4	epithelial_malignant
I125_Werba_S27	4	epithelial_malignant
I129_Werba_S27	4	epithelial_malignant
I130_Werba_S27	4	epithelial_malignant
I131_Werba_S27	4	epithelial_malignant
I132_Werba_S27	4	epithelial_malignant
I135_Werba_S27	4	epithelial_malignant
I141_Werba_S27	4	epithelial_malignant
I142_Werba_S27	4	epithelial_malignant
I146_Werba_S27	4	epithelial_malignant
I150_Werba_S27	3	lymphoid
I154_Werba_S27	4	epithelial_malignant
I155_Werba_S27	4	epithelial_malignant
I158_Werba_S27	4	epithelial_malignant
I159_Werba_S27	4	epithelial_malignant
I160_Werba_S27	1	epithelial
I162_Werba_S27	4	epithelial_malignant
I172_Werba_S27	4	epithelial_malignant
I180_Werba_S27	4	epithelial_malignant
I191_Werba_S27	4	epithelial_malignant
I194_Werba_S27	3	lymphoid
I196_Werba_S27	4	epithelial_malignant
I199_Werba_S27	4	epithelial_malignant
I205_Werba_S27	4	epithelial_malignant
I207_Werba_S27	4	epithelial_malignant
I212_Werba_S27	4	epithelial_malignant
I213_Werba_S27	4	epithelial_malignant
I226_Werba_S27	4	epithelial_malignant
I260_Werba_S27	4	epithelial_malignant
I271_Werba_S27	4	epithelial_malignant
I277_Werba_S27	4	epithelial_malignant
I278_Werba_S27	4	epithelial_malignant
I284_Werba_S27	4	epithelial_malignant
I291_Werba_S27	4	epithelial_malignant
I298_Werba_S27	4	epithelial_malignant
I320_Werba_S27	4	epithelial_malignant
I323_Werba_S27	4	epithelial_malignant
I335_Werba_S27	4	epithelial_malignant
I336_Werba_S27	4	epithelial_malignant
I337_Werba_S27	4	epithelial_malignant
I379_Werba_S27	4	epithelial_malignant
I380_Werba_S27	4	epithelial_malignant
I394_Werba_S27	4	epithelial_malignant
I395_Werba_S27	4	epithelial_malignant
I400_Werba_S27	0	myeloid
I419_Werba_S27	4	epithelial_malignant
I428_Werba_S27	4	epithelial_malignant
I448_Werba_S27	4	epithelial_malignant
I469_Werba_S27	4	epithelial_malignant
I471_Werba_S27	4	epithelial_malignant
I479_Werba_S27	4	epithelial_malignant
I566_Werba_S27	4	epithelial_malignant
I660_Werba_S27	4	epithelial_malignant
I665_Werba_S27	4	epithelial_malignant
I684_Werba_S27	4	epithelial_malignant
I726_Werba_S27	4	epithelial_malignant
I72_Werba_S27	4	epithelial_malignant
I808_Werba_S27	4	epithelial_malignant
I86_Werba_S27	4	epithelial_malignant
I91_Werba_S27	4	epithelial_malignant
I92_Werba_S27	4	epithelial_malignant
I94_Werba_S27	4	epithelial_malignant
I95_Werba_S27	4	epithelial_malignant
I96_Werba_S27	4	epithelial_malignant
I97_Werba_S27	4	epithelial_malignant
C102_Peng_SN1	5	fibroblast
C10_Peng_SN1	1	epithelial
C111_Peng_SN1	5	fibroblast
C112_Peng_SN1	1	epithelial
C11_Peng_SN1	1	epithelial
C52_Peng_SN1	1	epithelial
C61_Peng_SN1	6	endothelial
C95_Peng_SN1	6	endothelial
C97_Peng_SN1	6	endothelial
I125_Peng_SN1	1	epithelial
I16_Peng_SN1	5	fibroblast
I17_Peng_SN1	1	epithelial
I18_Peng_SN1	1	epithelial
I23_Peng_SN1	1	epithelial
I26_Peng_SN1	1	epithelial
I27_Peng_SN1	1	epithelial
I28_Peng_SN1	1	epithelial
I69_Peng_SN1	5	fibroblast
I72_Peng_SN1	1	epithelial
I82_Peng_SN1	6	endothelial
I9_Peng_SN1	0	myeloid
C0_Peng_SN10	1	epithelial
C24_Peng_SN10	1	epithelial
C38_Peng_SN10	6	endothelial
C47_Peng_SN10	6	endothelial
C6_Peng_SN10	1	epithelial
C9_Peng_SN10	1	epithelial
I13_Peng_SN10	1	epithelial
I15_Peng_SN10	5	fibroblast
I17_Peng_SN10	1	epithelial
I18_Peng_SN10	1	epithelial
I20_Peng_SN10	1	epithelial
I22_Peng_SN10	1	epithelial
I25_Peng_SN10	1	epithelial
I32_Peng_SN10	1	epithelial
I38_Peng_SN10	1	epithelial
I8_Peng_SN10	0	myeloid
C107_Peng_SN11	6	endothelial
C10_Peng_SN11	1	epithelial
I10_Peng_SN11	1	epithelial
I12_Peng_SN11	5	fibroblast
I14_Peng_SN11	1	epithelial
I15_Peng_SN11	1	epithelial
I18_Peng_SN11	1	epithelial
I22_Peng_SN11	6	endothelial
I30_Peng_SN11	6	endothelial
I38_Peng_SN11	6	endothelial
I6_Peng_SN11	5	fibroblast
I9_Peng_SN11	0	myeloid
C10_Peng_SN2	0	myeloid
C20_Peng_SN2	1	epithelial
C3_Peng_SN2	1	epithelial
C4_Peng_SN2	0	myeloid
C5_Peng_SN2	1	epithelial
C6_Peng_SN2	6	endothelial
I17_Peng_SN2	1	epithelial
I18_Peng_SN2	5	fibroblast
I21_Peng_SN2	1	epithelial
I23_Peng_SN2	1	epithelial
I8_Peng_SN2	1	epithelial
I9_Peng_SN2	5	fibroblast
C0_Peng_SN3	5	fibroblast
C13_Peng_SN3	5	fibroblast
C1_Peng_SN3	6	endothelial
C6_Peng_SN3	0	myeloid
I10_Peng_SN3	1	epithelial
I2_Peng_SN3	1	epithelial
I7_Peng_SN3	3	lymphoid
C22_Peng_SN4	1	epithelial
I11_Peng_SN4	1	epithelial
I16_Peng_SN4	1	epithelial
I1_Peng_SN4	6	endothelial
I5_Peng_SN4	1	epithelial
C42_Peng_SN5	6	endothelial
C51_Peng_SN5	5	fibroblast
I10_Peng_SN5	1	epithelial
I18_Peng_SN5	6	endothelial
I2_Peng_SN5	1	epithelial
I6_Peng_SN5	1	epithelial
I8_Peng_SN5	5	fibroblast
I9_Peng_SN5	1	epithelial
C19_Peng_SN6	6	endothelial
I10_Peng_SN6	6	endothelial
I19_Peng_SN6	6	endothelial
I2_Peng_SN6	5	fibroblast
I9_Peng_SN6	1	epithelial
C22_Peng_SN7	5	fibroblast
C27_Peng_SN7	5	fibroblast
I10_Peng_SN7	1	epithelial
I11_Peng_SN7	1	epithelial
I16_Peng_SN7	6	endothelial
I17_Peng_SN7	0	myeloid
I5_Peng_SN7	1	epithelial
I9_Peng_SN7	1	epithelial
C13_Peng_SN8	1	epithelial
C25_Peng_SN8	1	epithelial
C37_Peng_SN8	6	endothelial
C5_Peng_SN8	0	myeloid
I10_Peng_SN8	1	epithelial
I11_Peng_SN8	5	fibroblast
I16_Peng_SN8	0	myeloid
I18_Peng_SN8	1	epithelial
I20_Peng_SN8	5	fibroblast
I21_Peng_SN8	1	epithelial
I24_Peng_SN8	1	epithelial
I26_Peng_SN8	6	endothelial
I27_Peng_SN8	0	myeloid
C0_Peng_SN9	1	epithelial
C16_Peng_SN9	6	endothelial
C22_Peng_SN9	1	epithelial
C32_Peng_SN9	5	fibroblast
C33_Peng_SN9	1	epithelial
C37_Peng_SN9	1	epithelial
C3_Peng_SN9	1	epithelial
C4_Peng_SN9	6	endothelial
C5_Peng_SN9	0	myeloid
C6_Peng_SN9	1	epithelial
C8_Peng_SN9	0	myeloid
I16_Peng_SN9	1	epithelial
I17_Peng_SN9	1	epithelial
I18_Peng_SN9	1	epithelial
I26_Peng_SN9	6	endothelial
I31_Peng_SN9	1	epithelial
I34_Peng_SN9	5	fibroblast
I8_Peng_SN9	1	epithelial
C0_Peng_ST1	0	myeloid
C14_Peng_ST1	6	endothelial
C15_Peng_ST1	3	lymphoid
C18_Peng_ST1	0	myeloid
C24_Peng_ST1	5	fibroblast
C31_Peng_ST1	3	lymphoid
C34_Peng_ST1	5	fibroblast
C3_Peng_ST1	1	epithelial
C50_Peng_ST1	0	myeloid
C51_Peng_ST1	6	endothelial
C8_Peng_ST1	5	fibroblast
I16_Peng_ST1	4	epithelial_malignant
I18_Peng_ST1	4	epithelial_malignant
I19_Peng_ST1	4	epithelial_malignant
I22_Peng_ST1	4	epithelial_malignant
I23_Peng_ST1	4	epithelial_malignant
I29_Peng_ST1	4	epithelial_malignant
I34_Peng_ST1	1	epithelial
I42_Peng_ST1	4	epithelial_malignant
I45_Peng_ST1	4	epithelial_malignant
I55_Peng_ST1	6	endothelial
C11_Peng_ST10	3	lymphoid
C17_Peng_ST10	0	myeloid
C20_Peng_ST10	4	epithelial_malignant
C3_Peng_ST10	3	lymphoid
C6_Peng_ST10	4	epithelial_malignant
I16_Peng_ST10	3	lymphoid
I18_Peng_ST10	4	epithelial_malignant
I19_Peng_ST10	6	endothelial
I20_Peng_ST10	5	fibroblast
I21_Peng_ST10	4	epithelial_malignant
I24_Peng_ST10	5	fibroblast
I25_Peng_ST10	0	myeloid
I32_Peng_ST10	5	fibroblast
I35_Peng_ST10	3	lymphoid
I36_Peng_ST10	5	fibroblast
I8_Peng_ST10	5	fibroblast
C103_Peng_ST11	0	myeloid
C118_Peng_ST11	4	epithelial_malignant
C14_Peng_ST11	6	endothelial
C172_Peng_ST11	3	lymphoid
C189_Peng_ST11	0	myeloid
C190_Peng_ST11	6	endothelial
C38_Peng_ST11	0	myeloid
C45_Peng_ST11	0	myeloid
C55_Peng_ST11	0	myeloid
C6_Peng_ST11	0	myeloid
C73_Peng_ST11	0	myeloid
C75_Peng_ST11	2	myeloid
C80_Peng_ST11	0	myeloid
C85_Peng_ST11	3	lymphoid
C8_Peng_ST11	5	fibroblast
I102_Peng_ST11	1	epithelial
I104_Peng_ST11	5	fibroblast
I122_Peng_ST11	4	epithelial_malignant
I147_Peng_ST11	5	fibroblast
I151_Peng_ST11	0	myeloid
I163_Peng_ST11	5	fibroblast
I177_Peng_ST11	0	myeloid
I178_Peng_ST11	5	fibroblast
I186_Peng_ST11	5	fibroblast
I19_Peng_ST11	5	fibroblast
I29_Peng_ST11	4	epithelial_malignant
I40_Peng_ST11	3	lymphoid
I42_Peng_ST11	4	epithelial_malignant
I45_Peng_ST11	5	fibroblast
I48_Peng_ST11	5	fibroblast
I49_Peng_ST11	5	fibroblast
I51_Peng_ST11	1	epithelial
I52_Peng_ST11	5	fibroblast
I53_Peng_ST11	4	epithelial_malignant
I54_Peng_ST11	5	fibroblast
I58_Peng_ST11	5	fibroblast
I59_Peng_ST11	5	fibroblast
I62_Peng_ST11	5	fibroblast
I65_Peng_ST11	0	myeloid
I66_Peng_ST11	5	fibroblast
I70_Peng_ST11	0	myeloid
I78_Peng_ST11	5	fibroblast
I82_Peng_ST11	4	epithelial_malignant
I84_Peng_ST11	0	myeloid
I86_Peng_ST11	5	fibroblast
I87_Peng_ST11	1	epithelial
I88_Peng_ST11	5	fibroblast
I98_Peng_ST11	5	fibroblast
C16_Peng_ST12	3	lymphoid
C19_Peng_ST12	3	lymphoid
C20_Peng_ST12	1	epithelial
C22_Peng_ST12	3	lymphoid
C29_Peng_ST12	3	lymphoid
C38_Peng_ST12	0	myeloid
C40_Peng_ST12	3	lymphoid
C4_Peng_ST12	3	lymphoid
C51_Peng_ST12	3	lymphoid
C62_Peng_ST12	0	myeloid
C63_Peng_ST12	0	myeloid
C72_Peng_ST12	0	myeloid
C74_Peng_ST12	3	lymphoid
C84_Peng_ST12	3	lymphoid
I18_Peng_ST12	1	epithelial
I21_Peng_ST12	0	myeloid
I25_Peng_ST12	0	myeloid
I28_Peng_ST12	3	lymphoid
I30_Peng_ST12	1	epithelial
I31_Peng_ST12	5	fibroblast
I33_Peng_ST12	5	fibroblast
I34_Peng_ST12	1	epithelial
I35_Peng_ST12	0	myeloid
I36_Peng_ST12	5	fibroblast
I37_Peng_ST12	6	endothelial
I40_Peng_ST12	6	endothelial
I43_Peng_ST12	3	lymphoid
I44_Peng_ST12	5	fibroblast
I54_Peng_ST12	0	myeloid
I68_Peng_ST12	0	myeloid
I69_Peng_ST12	0	myeloid
I81_Peng_ST12	3	lymphoid
I86_Peng_ST12	5	fibroblast
C13_Peng_ST13	0	myeloid
C20_Peng_ST13	1	epithelial
C57_Peng_ST13	1	epithelial
C82_Peng_ST13	1	epithelial
C9_Peng_ST13	6	endothelial
I20_Peng_ST13	1	epithelial
I22_Peng_ST13	3	lymphoid
I25_Peng_ST13	0	myeloid
I27_Peng_ST13	5	fibroblast
I31_Peng_ST13	1	epithelial
I32_Peng_ST13	4	epithelial_malignant
I34_Peng_ST13	6	endothelial
I36_Peng_ST13	5	fibroblast
I37_Peng_ST13	4	epithelial_malignant
I42_Peng_ST13	4	epithelial_malignant
I43_Peng_ST13	5	fibroblast
I45_Peng_ST13	1	epithelial
I47_Peng_ST13	5	fibroblast
I50_Peng_ST13	0	myeloid
I51_Peng_ST13	4	epithelial_malignant
I52_Peng_ST13	1	epithelial
I55_Peng_ST13	1	epithelial
I76_Peng_ST13	1	epithelial
I77_Peng_ST13	6	endothelial
I9_Peng_ST13	1	epithelial
C12_Peng_ST14	5	fibroblast
C188_Peng_ST14	5	fibroblast
C254_Peng_ST14	6	endothelial
C299_Peng_ST14	6	endothelial
C37_Peng_ST14	4	epithelial_malignant
C41_Peng_ST14	4	epithelial_malignant
C94_Peng_ST14	5	fibroblast
I100_Peng_ST14	4	epithelial_malignant
I101_Peng_ST14	4	epithelial_malignant
I104_Peng_ST14	4	epithelial_malignant
I125_Peng_ST14	4	epithelial_malignant
I133_Peng_ST14	4	epithelial_malignant
I154_Peng_ST14	4	epithelial_malignant
I196_Peng_ST14	4	epithelial_malignant
I212_Peng_ST14	4	epithelial_malignant
I217_Peng_ST14	4	epithelial_malignant
I22_Peng_ST14	4	epithelial_malignant
I233_Peng_ST14	4	epithelial_malignant
I260_Peng_ST14	4	epithelial_malignant
I30_Peng_ST14	4	epithelial_malignant
I31_Peng_ST14	4	epithelial_malignant
I33_Peng_ST14	4	epithelial_malignant
I37_Peng_ST14	4	epithelial_malignant
I41_Peng_ST14	4	epithelial_malignant
I42_Peng_ST14	4	epithelial_malignant
I43_Peng_ST14	4	epithelial_malignant
I44_Peng_ST14	4	epithelial_malignant
I48_Peng_ST14	4	epithelial_malignant
I49_Peng_ST14	4	epithelial_malignant
I53_Peng_ST14	4	epithelial_malignant
I56_Peng_ST14	4	epithelial_malignant
I59_Peng_ST14	4	epithelial_malignant
I61_Peng_ST14	4	epithelial_malignant
I79_Peng_ST14	4	epithelial_malignant
I7_Peng_ST14	0	myeloid
I81_Peng_ST14	4	epithelial_malignant
I89_Peng_ST14	4	epithelial_malignant
I92_Peng_ST14	4	epithelial_malignant
C19_Peng_ST15	5	fibroblast
C26_Peng_ST15	5	fibroblast
C28_Peng_ST15	1	epithelial
C34_Peng_ST15	0	myeloid
C83_Peng_ST15	1	epithelial
I10_Peng_ST15	1	epithelial
I23_Peng_ST15	0	myeloid
I24_Peng_ST15	3	lymphoid
I27_Peng_ST15	6	endothelial
I29_Peng_ST15	4	epithelial_malignant
I30_Peng_ST15	5	fibroblast
I33_Peng_ST15	1	epithelial
I37_Peng_ST15	5	fibroblast
I38_Peng_ST15	5	fibroblast
I41_Peng_ST15	5	fibroblast
I43_Peng_ST15	5	fibroblast
I47_Peng_ST15	4	epithelial_malignant
I54_Peng_ST15	5	fibroblast
I56_Peng_ST15	0	myeloid
I59_Peng_ST15	5	fibroblast
I60_Peng_ST15	3	lymphoid
I61_Peng_ST15	5	fibroblast
I68_Peng_ST15	5	fibroblast
I80_Peng_ST15	3	lymphoid
I81_Peng_ST15	5	fibroblast
I86_Peng_ST15	6	endothelial
C0_Peng_ST16	6	endothelial
C10_Peng_ST16	1	epithelial
C113_Peng_ST16	0	myeloid
C26_Peng_ST16	1	epithelial
C39_Peng_ST16	1	epithelial
C50_Peng_ST16	6	endothelial
C53_Peng_ST16	5	fibroblast
C57_Peng_ST16	4	epithelial_malignant
C68_Peng_ST16	5	fibroblast
C73_Peng_ST16	5	fibroblast
I100_Peng_ST16	5	fibroblast
I106_Peng_ST16	5	fibroblast
I108_Peng_ST16	5	fibroblast
I111_Peng_ST16	5	fibroblast
I25_Peng_ST16	0	myeloid
I27_Peng_ST16	5	fibroblast
I28_Peng_ST16	5	fibroblast
I29_Peng_ST16	3	lymphoid
I31_Peng_ST16	1	epithelial
I36_Peng_ST16	4	epithelial_malignant
I37_Peng_ST16	4	epithelial_malignant
I40_Peng_ST16	5	fibroblast
I42_Peng_ST16	5	fibroblast
I46_Peng_ST16	5	fibroblast
I48_Peng_ST16	6	endothelial
I52_Peng_ST16	0	myeloid
I55_Peng_ST16	3	lymphoid
I56_Peng_ST16	5	fibroblast
I59_Peng_ST16	4	epithelial_malignant
I62_Peng_ST16	3	lymphoid
I64_Peng_ST16	6	endothelial
I65_Peng_ST16	1	epithelial
I76_Peng_ST16	6	endothelial
I80_Peng_ST16	5	fibroblast
I90_Peng_ST16	0	myeloid
I94_Peng_ST16	1	epithelial
C115_Peng_ST17	5	fibroblast
C121_Peng_ST17	5	fibroblast
C130_Peng_ST17	4	epithelial_malignant
C144_Peng_ST17	5	fibroblast
C164_Peng_ST17	3	lymphoid
C232_Peng_ST17	3	lymphoid
C30_Peng_ST17	0	myeloid
C9_Peng_ST17	0	myeloid
I101_Peng_ST17	4	epithelial_malignant
I103_Peng_ST17	4	epithelial_malignant
I105_Peng_ST17	4	epithelial_malignant
I118_Peng_ST17	4	epithelial_malignant
I121_Peng_ST17	4	epithelial_malignant
I124_Peng_ST17	4	epithelial_malignant
I129_Peng_ST17	4	epithelial_malignant
I130_Peng_ST17	4	epithelial_malignant
I143_Peng_ST17	4	epithelial_malignant
I150_Peng_ST17	4	epithelial_malignant
I159_Peng_ST17	4	epithelial_malignant
I182_Peng_ST17	5	fibroblast
I203_Peng_ST17	4	epithelial_malignant
I204_Peng_ST17	4	epithelial_malignant
I298_Peng_ST17	4	epithelial_malignant
I31_Peng_ST17	4	epithelial_malignant
I33_Peng_ST17	0	myeloid
I35_Peng_ST17	4	epithelial_malignant
I37_Peng_ST17	5	fibroblast
I38_Peng_ST17	5	fibroblast
I39_Peng_ST17	4	epithelial_malignant
I41_Peng_ST17	4	epithelial_malignant
I50_Peng_ST17	4	epithelial_malignant
I53_Peng_ST17	4	epithelial_malignant
I55_Peng_ST17	4	epithelial_malignant
I56_Peng_ST17	0	myeloid
I66_Peng_ST17	4	epithelial_malignant
I67_Peng_ST17	4	epithelial_malignant
I6_Peng_ST17	6	endothelial
I84_Peng_ST17	4	epithelial_malignant
I89_Peng_ST17	4	epithelial_malignant
I92_Peng_ST17	4	epithelial_malignant
I97_Peng_ST17	3	lymphoid
I99_Peng_ST17	4	epithelial_malignant
C10_Peng_ST18	5	fibroblast
C184_Peng_ST18	6	endothelial
C260_Peng_ST18	0	myeloid
C303_Peng_ST18	5	fibroblast
C321_Peng_ST18	5	fibroblast
C326_Peng_ST18	4	epithelial_malignant
C68_Peng_ST18	5	fibroblast
I136_Peng_ST18	5	fibroblast
I15_Peng_ST18	4	epithelial_malignant
I168_Peng_ST18	4	epithelial_malignant
I196_Peng_ST18	6	endothelial
I222_Peng_ST18	4	epithelial_malignant
I28_Peng_ST18	4	epithelial_malignant
I30_Peng_ST18	4	epithelial_malignant
I32_Peng_ST18	4	epithelial_malignant
I35_Peng_ST18	4	epithelial_malignant
I37_Peng_ST18	4	epithelial_malignant
I39_Peng_ST18	4	epithelial_malignant
I40_Peng_ST18	0	myeloid
I42_Peng_ST18	4	epithelial_malignant
I45_Peng_ST18	4	epithelial_malignant
I46_Peng_ST18	4	epithelial_malignant
I48_Peng_ST18	4	epithelial_malignant
I52_Peng_ST18	4	epithelial_malignant
I53_Peng_ST18	4	epithelial_malignant
I57_Peng_ST18	4	epithelial_malignant
I58_Peng_ST18	4	epithelial_malignant
I62_Peng_ST18	4	epithelial_malignant
I63_Peng_ST18	4	epithelial_malignant
I64_Peng_ST18	4	epithelial_malignant
I66_Peng_ST18	4	epithelial_malignant
I68_Peng_ST18	4	epithelial_malignant
I78_Peng_ST18	4	epithelial_malignant
I80_Peng_ST18	4	epithelial_malignant
I82_Peng_ST18	4	epithelial_malignant
C116_Peng_ST19	0	myeloid
C129_Peng_ST19	1	epithelial
C148_Peng_ST19	0	myeloid
C17_Peng_ST19	0	myeloid
C34_Peng_ST19	0	myeloid
C44_Peng_ST19	4	epithelial_malignant
C71_Peng_ST19	0	myeloid
C73_Peng_ST19	6	endothelial
C78_Peng_ST19	4	epithelial_malignant
C80_Peng_ST19	0	myeloid
I105_Peng_ST19	4	epithelial_malignant
I124_Peng_ST19	6	endothelial
I129_Peng_ST19	6	endothelial
I132_Peng_ST19	0	myeloid
I137_Peng_ST19	5	fibroblast
I148_Peng_ST19	5	fibroblast
I149_Peng_ST19	5	fibroblast
I158_Peng_ST19	5	fibroblast
I182_Peng_ST19	3	lymphoid
I26_Peng_ST19	6	endothelial
I37_Peng_ST19	1	epithelial
I40_Peng_ST19	4	epithelial_malignant
I42_Peng_ST19	4	epithelial_malignant
I43_Peng_ST19	4	epithelial_malignant
I44_Peng_ST19	4	epithelial_malignant
I45_Peng_ST19	5	fibroblast
I49_Peng_ST19	3	lymphoid
I50_Peng_ST19	1	epithelial
I55_Peng_ST19	4	epithelial_malignant
I56_Peng_ST19	3	lymphoid
I57_Peng_ST19	1	epithelial
I62_Peng_ST19	4	epithelial_malignant
I63_Peng_ST19	6	endothelial
I64_Peng_ST19	3	lymphoid
I65_Peng_ST19	6	endothelial
I68_Peng_ST19	0	myeloid
I71_Peng_ST19	6	endothelial
I72_Peng_ST19	4	epithelial_malignant
I76_Peng_ST19	0	myeloid
I80_Peng_ST19	6	endothelial
I81_Peng_ST19	6	endothelial
I82_Peng_ST19	0	myeloid
I83_Peng_ST19	5	fibroblast
I84_Peng_ST19	4	epithelial_malignant
I87_Peng_ST19	4	epithelial_malignant
I95_Peng_ST19	3	lymphoid
I96_Peng_ST19	1	epithelial
C11_Peng_ST2	0	myeloid
C1_Peng_ST2	5	fibroblast
C39_Peng_ST2	4	epithelial_malignant
C44_Peng_ST2	4	epithelial_malignant
C45_Peng_ST2	4	epithelial_malignant
C60_Peng_ST2	0	myeloid
C65_Peng_ST2	3	lymphoid
C68_Peng_ST2	5	fibroblast
C71_Peng_ST2	0	myeloid
I25_Peng_ST2	4	epithelial_malignant
I27_Peng_ST2	1	epithelial
I30_Peng_ST2	1	epithelial
I34_Peng_ST2	0	myeloid
I35_Peng_ST2	5	fibroblast
I36_Peng_ST2	1	epithelial
I38_Peng_ST2	3	lymphoid
I42_Peng_ST2	3	lymphoid
I43_Peng_ST2	1	epithelial
I47_Peng_ST2	1	epithelial
I49_Peng_ST2	4	epithelial_malignant
I75_Peng_ST2	6	endothelial
I77_Peng_ST2	4	epithelial_malignant
I7_Peng_ST2	3	lymphoid
I10_Peng_ST20	4	epithelial_malignant
I13_Peng_ST20	4	epithelial_malignant
I1_Peng_ST20	6	endothelial
I21_Peng_ST20	4	epithelial_malignant
I24_Peng_ST20	4	epithelial_malignant
I27_Peng_ST20	4	epithelial_malignant
I39_Peng_ST20	4	epithelial_malignant
I40_Peng_ST20	4	epithelial_malignant
C100_Peng_ST21	0	myeloid
C38_Peng_ST21	0	myeloid
C43_Peng_ST21	3	lymphoid
C92_Peng_ST21	0	myeloid
I124_Peng_ST21	0	myeloid
I12_Peng_ST21	4	epithelial_malignant
I137_Peng_ST21	0	myeloid
I14_Peng_ST21	1	epithelial
I151_Peng_ST21	5	fibroblast
I157_Peng_ST21	0	myeloid
I19_Peng_ST21	4	epithelial_malignant
I23_Peng_ST21	6	endothelial
I28_Peng_ST21	0	myeloid
I29_Peng_ST21	1	epithelial
I40_Peng_ST21	5	fibroblast
I44_Peng_ST21	3	lymphoid
I45_Peng_ST21	4	epithelial_malignant
I50_Peng_ST21	0	myeloid
I52_Peng_ST21	5	fibroblast
I59_Peng_ST21	0	myeloid
I5_Peng_ST21	1	epithelial
C102_Peng_ST22	0	myeloid
C118_Peng_ST22	3	lymphoid
C127_Peng_ST22	3	lymphoid
C13_Peng_ST22	3	lymphoid
C145_Peng_ST22	0	myeloid
C29_Peng_ST22	5	fibroblast
C35_Peng_ST22	4	epithelial_malignant
C46_Peng_ST22	3	lymphoid
C48_Peng_ST22	6	endothelial
C56_Peng_ST22	4	epithelial_malignant
C63_Peng_ST22	0	myeloid
C72_Peng_ST22	0	myeloid
I113_Peng_ST22	4	epithelial_malignant
I136_Peng_ST22	3	lymphoid
I16_Peng_ST22	3	lymphoid
I21_Peng_ST22	4	epithelial_malignant
I24_Peng_ST22	4	epithelial_malignant
I31_Peng_ST22	4	epithelial_malignant
I33_Peng_ST22	0	myeloid
I36_Peng_ST22	4	epithelial_malignant
I37_Peng_ST22	4	epithelial_malignant
I42_Peng_ST22	0	myeloid
I46_Peng_ST22	4	epithelial_malignant
I49_Peng_ST22	4	epithelial_malignant
I50_Peng_ST22	3	lymphoid
I68_Peng_ST22	4	epithelial_malignant
I73_Peng_ST22	5	fibroblast
I79_Peng_ST22	5	fibroblast
I82_Peng_ST22	0	myeloid
I87_Peng_ST22	3	lymphoid
C10_Peng_ST23	5	fibroblast
C114_Peng_ST23	3	lymphoid
C115_Peng_ST23	3	lymphoid
C132_Peng_ST23	5	fibroblast
C50_Peng_ST23	3	lymphoid
C54_Peng_ST23	5	fibroblast
C55_Peng_ST23	3	lymphoid
C67_Peng_ST23	3	lymphoid
C6_Peng_ST23	0	myeloid
C72_Peng_ST23	3	lymphoid
C78_Peng_ST23	1	epithelial
I104_Peng_ST23	5	fibroblast
I105_Peng_ST23	6	endothelial
I106_Peng_ST23	6	endothelial
I114_Peng_ST23	5	fibroblast
I123_Peng_ST23	5	fibroblast
I124_Peng_ST23	0	myeloid
I125_Peng_ST23	0	myeloid
I17_Peng_ST23	0	myeloid
I29_Peng_ST23	4	epithelial_malignant
I34_Peng_ST23	0	myeloid
I35_Peng_ST23	5	fibroblast
I36_Peng_ST23	5	fibroblast
I37_Peng_ST23	1	epithelial
I39_Peng_ST23	3	lymphoid
I44_Peng_ST23	4	epithelial_malignant
I46_Peng_ST23	5	fibroblast
I48_Peng_ST23	5	fibroblast
I50_Peng_ST23	5	fibroblast
I52_Peng_ST23	4	epithelial_malignant
I53_Peng_ST23	3	lymphoid
I56_Peng_ST23	4	epithelial_malignant
I67_Peng_ST23	5	fibroblast
I73_Peng_ST23	4	epithelial_malignant
I75_Peng_ST23	5	fibroblast
I79_Peng_ST23	5	fibroblast
I80_Peng_ST23	5	fibroblast
I94_Peng_ST23	5	fibroblast
C10_Peng_ST24	1	epithelial
C17_Peng_ST24	1	epithelial
C20_Peng_ST24	5	fibroblast
C27_Peng_ST24	6	endothelial
C46_Peng_ST24	6	endothelial
C48_Peng_ST24	0	myeloid
C55_Peng_ST24	3	lymphoid
C5_Peng_ST24	1	epithelial
C80_Peng_ST24	1	epithelial
C9_Peng_ST24	5	fibroblast
I10_Peng_ST24	3	lymphoid
I24_Peng_ST24	4	epithelial_malignant
I28_Peng_ST24	5	fibroblast
I29_Peng_ST24	1	epithelial
I32_Peng_ST24	1	epithelial
I34_Peng_ST24	4	epithelial_malignant
I35_Peng_ST24	5	fibroblast
I38_Peng_ST24	6	endothelial
I39_Peng_ST24	1	epithelial
I44_Peng_ST24	5	fibroblast
I45_Peng_ST24	4	epithelial_malignant
I50_Peng_ST24	4	epithelial_malignant
I51_Peng_ST24	3	lymphoid
I52_Peng_ST24	5	fibroblast
I59_Peng_ST24	5	fibroblast
