pseudo_bulk	cluster	annotation
I70_Zhang_S02ZY	0	myeloid
I73_Zhang_S02ZY	4	epithelial_malignant
I75_Zhang_S02ZY	3	lymphoid
I76_Zhang_S02ZY	0	myeloid
I82_Zhang_S02ZY	0	myeloid
I83_Zhang_S02ZY	4	epithelial_malignant
I84_Zhang_S02ZY	1	epithelial
I87_Zhang_S02ZY	0	myeloid
I90_Zhang_S02ZY	0	myeloid
I92_Zhang_S02ZY	0	myeloid
I93_Zhang_S02ZY	0	myeloid
I95_Zhang_S02ZY	4	epithelial_malignant
I97_Zhang_S02ZY	3	lymphoid
I99_Zhang_S02ZY	0	myeloid
C142_Zhang_S03YF	3	lymphoid
C145_Zhang_S03YF	0	myeloid
C147_Zhang_S03YF	0	myeloid
C149_Zhang_S03YF	5	fibroblast
C197_Zhang_S03YF	0	myeloid
C212_Zhang_S03YF	3	lymphoid
C253_Zhang_S03YF	5	fibroblast
C263_Zhang_S03YF	3	lymphoid
C264_Zhang_S03YF	5	fibroblast
C265_Zhang_S03YF	2	myeloid
C297_Zhang_S03YF	4	epithelial_malignant
C299_Zhang_S03YF	3	lymphoid
C302_Zhang_S03YF	3	lymphoid
C308_Zhang_S03YF	0	myeloid
C313_Zhang_S03YF	3	lymphoid
C346_Zhang_S03YF	4	epithelial_malignant
C349_Zhang_S03YF	3	lymphoid
C359_Zhang_S03YF	5	fibroblast
C398_Zhang_S03YF	5	fibroblast
C400_Zhang_S03YF	0	myeloid
C408_Zhang_S03YF	0	myeloid
C41_Zhang_S03YF	3	lymphoid
C446_Zhang_S03YF	5	fibroblast
C471_Zhang_S03YF	0	myeloid
C484_Zhang_S03YF	3	lymphoid
C519_Zhang_S03YF	2	myeloid
C51_Zhang_S03YF	3	lymphoid
C55_Zhang_S03YF	0	myeloid
C58_Zhang_S03YF	3	lymphoid
C64_Zhang_S03YF	3	lymphoid
C65_Zhang_S03YF	4	epithelial_malignant
C69_Zhang_S03YF	0	myeloid
C82_Zhang_S03YF	0	myeloid
C90_Zhang_S03YF	3	lymphoid
C91_Zhang_S03YF	3	lymphoid
C95_Zhang_S03YF	0	myeloid
C9_Zhang_S03YF	3	lymphoid
I102_Zhang_S03YF	4	epithelial_malignant
I104_Zhang_S03YF	4	epithelial_malignant
I106_Zhang_S03YF	3	lymphoid
I107_Zhang_S03YF	5	fibroblast
I109_Zhang_S03YF	5	fibroblast
I111_Zhang_S03YF	4	epithelial_malignant
I112_Zhang_S03YF	4	epithelial_malignant
I114_Zhang_S03YF	0	myeloid
I125_Zhang_S03YF	4	epithelial_malignant
I127_Zhang_S03YF	4	epithelial_malignant
I131_Zhang_S03YF	4	epithelial_malignant
I134_Zhang_S03YF	4	epithelial_malignant
I139_Zhang_S03YF	4	epithelial_malignant
I142_Zhang_S03YF	4	epithelial_malignant
I144_Zhang_S03YF	4	epithelial_malignant
I147_Zhang_S03YF	4	epithelial_malignant
I153_Zhang_S03YF	4	epithelial_malignant
I156_Zhang_S03YF	4	epithelial_malignant
I158_Zhang_S03YF	4	epithelial_malignant
I165_Zhang_S03YF	4	epithelial_malignant
I172_Zhang_S03YF	4	epithelial_malignant
I175_Zhang_S03YF	4	epithelial_malignant
I179_Zhang_S03YF	4	epithelial_malignant
I184_Zhang_S03YF	4	epithelial_malignant
I185_Zhang_S03YF	4	epithelial_malignant
I187_Zhang_S03YF	4	epithelial_malignant
I190_Zhang_S03YF	4	epithelial_malignant
I192_Zhang_S03YF	4	epithelial_malignant
I194_Zhang_S03YF	4	epithelial_malignant
I209_Zhang_S03YF	4	epithelial_malignant
I212_Zhang_S03YF	4	epithelial_malignant
I215_Zhang_S03YF	4	epithelial_malignant
I226_Zhang_S03YF	1	epithelial
I227_Zhang_S03YF	4	epithelial_malignant
I236_Zhang_S03YF	0	myeloid
I238_Zhang_S03YF	4	epithelial_malignant
I240_Zhang_S03YF	4	epithelial_malignant
I250_Zhang_S03YF	4	epithelial_malignant
I268_Zhang_S03YF	4	epithelial_malignant
I305_Zhang_S03YF	4	epithelial_malignant
I306_Zhang_S03YF	4	epithelial_malignant
I311_Zhang_S03YF	0	myeloid
I314_Zhang_S03YF	4	epithelial_malignant
I332_Zhang_S03YF	5	fibroblast
I340_Zhang_S03YF	4	epithelial_malignant
I348_Zhang_S03YF	4	epithelial_malignant
I39_Zhang_S03YF	3	lymphoid
I408_Zhang_S03YF	2	myeloid
I437_Zhang_S03YF	4	epithelial_malignant
I442_Zhang_S03YF	3	lymphoid
I444_Zhang_S03YF	0	myeloid
I45_Zhang_S03YF	4	epithelial_malignant
I460_Zhang_S03YF	4	epithelial_malignant
I471_Zhang_S03YF	4	epithelial_malignant
I495_Zhang_S03YF	4	epithelial_malignant
I501_Zhang_S03YF	2	myeloid
I525_Zhang_S03YF	4	epithelial_malignant
I527_Zhang_S03YF	4	epithelial_malignant
I65_Zhang_S03YF	0	myeloid
I66_Zhang_S03YF	4	epithelial_malignant
I75_Zhang_S03YF	4	epithelial_malignant
I77_Zhang_S03YF	3	lymphoid
I78_Zhang_S03YF	4	epithelial_malignant
I82_Zhang_S03YF	4	epithelial_malignant
I85_Zhang_S03YF	4	epithelial_malignant
I89_Zhang_S03YF	4	epithelial_malignant
I92_Zhang_S03YF	4	epithelial_malignant
I93_Zhang_S03YF	4	epithelial_malignant
I94_Zhang_S03YF	4	epithelial_malignant
I98_Zhang_S03YF	4	epithelial_malignant
C104_Zhang_S03ZY	4	epithelial_malignant
C105_Zhang_S03ZY	5	fibroblast
C109_Zhang_S03ZY	3	lymphoid
C119_Zhang_S03ZY	3	lymphoid
C11_Zhang_S03ZY	3	lymphoid
C121_Zhang_S03ZY	5	fibroblast
C128_Zhang_S03ZY	4	epithelial_malignant
C159_Zhang_S03ZY	0	myeloid
C168_Zhang_S03ZY	0	myeloid
C171_Zhang_S03ZY	5	fibroblast
C172_Zhang_S03ZY	5	fibroblast
C178_Zhang_S03ZY	2	myeloid
C179_Zhang_S03ZY	2	myeloid
C181_Zhang_S03ZY	0	myeloid
C182_Zhang_S03ZY	2	myeloid
C183_Zhang_S03ZY	3	lymphoid
C197_Zhang_S03ZY	3	lymphoid
C207_Zhang_S03ZY	0	myeloid
C209_Zhang_S03ZY	4	epithelial_malignant
C215_Zhang_S03ZY	0	myeloid
C21_Zhang_S03ZY	0	myeloid
C224_Zhang_S03ZY	5	fibroblast
C236_Zhang_S03ZY	4	epithelial_malignant
C237_Zhang_S03ZY	0	myeloid
C247_Zhang_S03ZY	3	lymphoid
C257_Zhang_S03ZY	5	fibroblast
C259_Zhang_S03ZY	4	epithelial_malignant
C293_Zhang_S03ZY	4	epithelial_malignant
C294_Zhang_S03ZY	0	myeloid
C301_Zhang_S03ZY	3	lymphoid
C306_Zhang_S03ZY	3	lymphoid
C307_Zhang_S03ZY	3	lymphoid
C309_Zhang_S03ZY	3	lymphoid
C312_Zhang_S03ZY	2	myeloid
C314_Zhang_S03ZY	3	lymphoid
C319_Zhang_S03ZY	5	fibroblast
C328_Zhang_S03ZY	4	epithelial_malignant
C334_Zhang_S03ZY	5	fibroblast
C337_Zhang_S03ZY	0	myeloid
C342_Zhang_S03ZY	4	epithelial_malignant
C348_Zhang_S03ZY	0	myeloid
C34_Zhang_S03ZY	0	myeloid
C379_Zhang_S03ZY	0	myeloid
C37_Zhang_S03ZY	2	myeloid
C380_Zhang_S03ZY	2	myeloid
C383_Zhang_S03ZY	3	lymphoid
C386_Zhang_S03ZY	0	myeloid
C405_Zhang_S03ZY	5	fibroblast
C43_Zhang_S03ZY	5	fibroblast
C55_Zhang_S03ZY	0	myeloid
C66_Zhang_S03ZY	4	epithelial_malignant
C6_Zhang_S03ZY	4	epithelial_malignant
C75_Zhang_S03ZY	0	myeloid
C80_Zhang_S03ZY	3	lymphoid
C83_Zhang_S03ZY	6	endothelial
C87_Zhang_S03ZY	3	lymphoid
C89_Zhang_S03ZY	3	lymphoid
C96_Zhang_S03ZY	4	epithelial_malignant
I104_Zhang_S03ZY	4	epithelial_malignant
I110_Zhang_S03ZY	5	fibroblast
I113_Zhang_S03ZY	0	myeloid
I114_Zhang_S03ZY	4	epithelial_malignant
I119_Zhang_S03ZY	0	myeloid
I121_Zhang_S03ZY	3	lymphoid
I123_Zhang_S03ZY	1	epithelial
I124_Zhang_S03ZY	4	epithelial_malignant
I128_Zhang_S03ZY	5	fibroblast
I130_Zhang_S03ZY	4	epithelial_malignant
I133_Zhang_S03ZY	4	epithelial_malignant
I134_Zhang_S03ZY	4	epithelial_malignant
I135_Zhang_S03ZY	4	epithelial_malignant
I136_Zhang_S03ZY	0	myeloid
I137_Zhang_S03ZY	0	myeloid
I138_Zhang_S03ZY	3	lymphoid
I139_Zhang_S03ZY	4	epithelial_malignant
I140_Zhang_S03ZY	4	epithelial_malignant
I142_Zhang_S03ZY	4	epithelial_malignant
I144_Zhang_S03ZY	4	epithelial_malignant
I148_Zhang_S03ZY	4	epithelial_malignant
I149_Zhang_S03ZY	4	epithelial_malignant
I14_Zhang_S03ZY	3	lymphoid
I152_Zhang_S03ZY	0	myeloid
I153_Zhang_S03ZY	5	fibroblast
I154_Zhang_S03ZY	4	epithelial_malignant
I158_Zhang_S03ZY	0	myeloid
I163_Zhang_S03ZY	5	fibroblast
I165_Zhang_S03ZY	0	myeloid
I170_Zhang_S03ZY	0	myeloid
I172_Zhang_S03ZY	4	epithelial_malignant
I174_Zhang_S03ZY	4	epithelial_malignant
I175_Zhang_S03ZY	4	epithelial_malignant
I180_Zhang_S03ZY	4	epithelial_malignant
I187_Zhang_S03ZY	5	fibroblast
I191_Zhang_S03ZY	0	myeloid
I200_Zhang_S03ZY	0	myeloid
I202_Zhang_S03ZY	4	epithelial_malignant
I204_Zhang_S03ZY	0	myeloid
I205_Zhang_S03ZY	4	epithelial_malignant
I213_Zhang_S03ZY	0	myeloid
I217_Zhang_S03ZY	4	epithelial_malignant
I219_Zhang_S03ZY	4	epithelial_malignant
I221_Zhang_S03ZY	4	epithelial_malignant
I225_Zhang_S03ZY	0	myeloid
I228_Zhang_S03ZY	4	epithelial_malignant
I233_Zhang_S03ZY	0	myeloid
I235_Zhang_S03ZY	5	fibroblast
I236_Zhang_S03ZY	0	myeloid
I254_Zhang_S03ZY	0	myeloid
I259_Zhang_S03ZY	0	myeloid
I261_Zhang_S03ZY	4	epithelial_malignant
I264_Zhang_S03ZY	5	fibroblast
I271_Zhang_S03ZY	4	epithelial_malignant
I275_Zhang_S03ZY	0	myeloid
I276_Zhang_S03ZY	0	myeloid
I294_Zhang_S03ZY	0	myeloid
I305_Zhang_S03ZY	4	epithelial_malignant
I314_Zhang_S03ZY	3	lymphoid
I340_Zhang_S03ZY	4	epithelial_malignant
I343_Zhang_S03ZY	0	myeloid
I345_Zhang_S03ZY	0	myeloid
I350_Zhang_S03ZY	0	myeloid
I373_Zhang_S03ZY	5	fibroblast
I377_Zhang_S03ZY	0	myeloid
I409_Zhang_S03ZY	4	epithelial_malignant
I78_Zhang_S03ZY	4	epithelial_malignant
I92_Zhang_S03ZY	5	fibroblast
C102_Zhang_S04ZY	4	epithelial_malignant
C120_Zhang_S04ZY	2	myeloid
C144_Zhang_S04ZY	4	epithelial_malignant
C155_Zhang_S04ZY	3	lymphoid
C178_Zhang_S04ZY	4	epithelial_malignant
C22_Zhang_S04ZY	2	myeloid
C27_Zhang_S04ZY	4	epithelial_malignant
C28_Zhang_S04ZY	2	myeloid
C53_Zhang_S04ZY	1	epithelial
C69_Zhang_S04ZY	1	epithelial
C81_Zhang_S04ZY	1	epithelial
I173_Zhang_S04ZY	0	myeloid
I177_Zhang_S04ZY	0	myeloid
I182_Zhang_S04ZY	4	epithelial_malignant
I18_Zhang_S04ZY	3	lymphoid
I20_Zhang_S04ZY	4	epithelial_malignant
I24_Zhang_S04ZY	4	epithelial_malignant
I25_Zhang_S04ZY	4	epithelial_malignant
I27_Zhang_S04ZY	4	epithelial_malignant
I33_Zhang_S04ZY	4	epithelial_malignant
I35_Zhang_S04ZY	3	lymphoid
I44_Zhang_S04ZY	0	myeloid
I49_Zhang_S04ZY	0	myeloid
I57_Zhang_S04ZY	1	epithelial
I62_Zhang_S04ZY	4	epithelial_malignant
I63_Zhang_S04ZY	3	lymphoid
I7_Zhang_S04ZY	3	lymphoid
C110_Werba_S01	4	epithelial_malignant
C117_Werba_S01	3	lymphoid
C126_Werba_S01	0	myeloid
C128_Werba_S01	4	epithelial_malignant
C129_Werba_S01	0	myeloid
C132_Werba_S01	0	myeloid
C145_Werba_S01	0	myeloid
C147_Werba_S01	4	epithelial_malignant
C14_Werba_S01	4	epithelial_malignant
C155_Werba_S01	0	myeloid
C159_Werba_S01	4	epithelial_malignant
C163_Werba_S01	1	epithelial
C175_Werba_S01	4	epithelial_malignant
C179_Werba_S01	0	myeloid
C180_Werba_S01	0	myeloid
C183_Werba_S01	0	myeloid
C184_Werba_S01	4	epithelial_malignant
C186_Werba_S01	3	lymphoid
C187_Werba_S01	3	lymphoid
C193_Werba_S01	0	myeloid
C212_Werba_S01	4	epithelial_malignant
C215_Werba_S01	4	epithelial_malignant
C230_Werba_S01	4	epithelial_malignant
C234_Werba_S01	2	myeloid
C236_Werba_S01	0	myeloid
C237_Werba_S01	0	myeloid
C239_Werba_S01	4	epithelial_malignant
C241_Werba_S01	4	epithelial_malignant
C243_Werba_S01	4	epithelial_malignant
C244_Werba_S01	4	epithelial_malignant
C26_Werba_S01	4	epithelial_malignant
C29_Werba_S01	0	myeloid
C37_Werba_S01	0	myeloid
C39_Werba_S01	3	lymphoid
C40_Werba_S01	0	myeloid
C42_Werba_S01	5	fibroblast
C44_Werba_S01	6	endothelial
C46_Werba_S01	0	myeloid
C47_Werba_S01	4	epithelial_malignant
C52_Werba_S01	1	epithelial
C5_Werba_S01	0	myeloid
C70_Werba_S01	0	myeloid
C88_Werba_S01	0	myeloid
C99_Werba_S01	4	epithelial_malignant
I101_Werba_S01	4	epithelial_malignant
I104_Werba_S01	6	endothelial
I117_Werba_S01	4	epithelial_malignant
I122_Werba_S01	5	fibroblast
I126_Werba_S01	4	epithelial_malignant
I130_Werba_S01	4	epithelial_malignant
I134_Werba_S01	4	epithelial_malignant
I137_Werba_S01	4	epithelial_malignant
I139_Werba_S01	4	epithelial_malignant
I140_Werba_S01	4	epithelial_malignant
I141_Werba_S01	3	lymphoid
I144_Werba_S01	4	epithelial_malignant
I146_Werba_S01	4	epithelial_malignant
I159_Werba_S01	4	epithelial_malignant
I173_Werba_S01	4	epithelial_malignant
I179_Werba_S01	4	epithelial_malignant
I182_Werba_S01	2	myeloid
I191_Werba_S01	4	epithelial_malignant
I196_Werba_S01	4	epithelial_malignant
I199_Werba_S01	4	epithelial_malignant
I201_Werba_S01	4	epithelial_malignant
I202_Werba_S01	4	epithelial_malignant
I204_Werba_S01	3	lymphoid
I205_Werba_S01	4	epithelial_malignant
I209_Werba_S01	0	myeloid
I211_Werba_S01	4	epithelial_malignant
I214_Werba_S01	4	epithelial_malignant
I230_Werba_S01	0	myeloid
I233_Werba_S01	4	epithelial_malignant
I245_Werba_S01	0	myeloid
I247_Werba_S01	4	epithelial_malignant
I248_Werba_S01	0	myeloid
I24_Werba_S01	1	epithelial
I26_Werba_S01	3	lymphoid
I36_Werba_S01	3	lymphoid
I53_Werba_S01	0	myeloid
I59_Werba_S01	4	epithelial_malignant
I62_Werba_S01	4	epithelial_malignant
I76_Werba_S01	4	epithelial_malignant
I81_Werba_S01	4	epithelial_malignant
I90_Werba_S01	0	myeloid
I91_Werba_S01	4	epithelial_malignant
I95_Werba_S01	4	epithelial_malignant
I96_Werba_S01	4	epithelial_malignant
I99_Werba_S01	4	epithelial_malignant
C100_Werba_S02	1	epithelial
C119_Werba_S02	3	lymphoid
C125_Werba_S02	0	myeloid
C131_Werba_S02	3	lymphoid
C145_Werba_S02	3	lymphoid
C152_Werba_S02	3	lymphoid
C166_Werba_S02	1	epithelial
C179_Werba_S02	0	myeloid
C22_Werba_S02	3	lymphoid
C23_Werba_S02	3	lymphoid
C30_Werba_S02	3	lymphoid
C36_Werba_S02	3	lymphoid
C37_Werba_S02	2	myeloid
C48_Werba_S02	0	myeloid
C54_Werba_S02	0	myeloid
C72_Werba_S02	3	lymphoid
C77_Werba_S02	0	myeloid
I102_Werba_S02	4	epithelial_malignant
I109_Werba_S02	4	epithelial_malignant
I111_Werba_S02	0	myeloid
I120_Werba_S02	4	epithelial_malignant
I125_Werba_S02	4	epithelial_malignant
I131_Werba_S02	4	epithelial_malignant
I142_Werba_S02	4	epithelial_malignant
I143_Werba_S02	0	myeloid
I144_Werba_S02	4	epithelial_malignant
I151_Werba_S02	4	epithelial_malignant
I152_Werba_S02	4	epithelial_malignant
I159_Werba_S02	4	epithelial_malignant
I162_Werba_S02	4	epithelial_malignant
I167_Werba_S02	4	epithelial_malignant
I170_Werba_S02	4	epithelial_malignant
I174_Werba_S02	4	epithelial_malignant
I22_Werba_S02	3	lymphoid
I24_Werba_S02	3	lymphoid
I30_Werba_S02	4	epithelial_malignant
I37_Werba_S02	4	epithelial_malignant
I42_Werba_S02	4	epithelial_malignant
I43_Werba_S02	4	epithelial_malignant
I49_Werba_S02	4	epithelial_malignant
I53_Werba_S02	2	myeloid
I55_Werba_S02	4	epithelial_malignant
I58_Werba_S02	4	epithelial_malignant
I59_Werba_S02	3	lymphoid
I65_Werba_S02	6	endothelial
I67_Werba_S02	4	epithelial_malignant
I68_Werba_S02	4	epithelial_malignant
I69_Werba_S02	4	epithelial_malignant
I71_Werba_S02	1	epithelial
I79_Werba_S02	4	epithelial_malignant
I83_Werba_S02	4	epithelial_malignant
I84_Werba_S02	4	epithelial_malignant
I91_Werba_S02	0	myeloid
I96_Werba_S02	4	epithelial_malignant
I99_Werba_S02	4	epithelial_malignant
C10_Werba_S03	0	myeloid
C111_Werba_S03	4	epithelial_malignant
C11_Werba_S03	0	myeloid
C135_Werba_S03	4	epithelial_malignant
C139_Werba_S03	0	myeloid
C13_Werba_S03	4	epithelial_malignant
C141_Werba_S03	5	fibroblast
C14_Werba_S03	5	fibroblast
C151_Werba_S03	4	epithelial_malignant
C153_Werba_S03	5	fibroblast
C156_Werba_S03	3	lymphoid
C157_Werba_S03	1	epithelial
C161_Werba_S03	0	myeloid
C165_Werba_S03	5	fibroblast
C169_Werba_S03	0	myeloid
C177_Werba_S03	3	lymphoid
C179_Werba_S03	5	fibroblast
C185_Werba_S03	0	myeloid
C192_Werba_S03	1	epithelial
C196_Werba_S03	4	epithelial_malignant
C197_Werba_S03	2	myeloid
C200_Werba_S03	3	lymphoid
C203_Werba_S03	3	lymphoid
C210_Werba_S03	4	epithelial_malignant
C222_Werba_S03	2	myeloid
C223_Werba_S03	4	epithelial_malignant
C234_Werba_S03	3	lymphoid
C236_Werba_S03	5	fibroblast
C23_Werba_S03	3	lymphoid
C243_Werba_S03	0	myeloid
C249_Werba_S03	5	fibroblast
C24_Werba_S03	4	epithelial_malignant
C277_Werba_S03	0	myeloid
C27_Werba_S03	3	lymphoid
C283_Werba_S03	0	myeloid
C290_Werba_S03	4	epithelial_malignant
C305_Werba_S03	4	epithelial_malignant
C313_Werba_S03	3	lymphoid
C314_Werba_S03	3	lymphoid
C324_Werba_S03	6	endothelial
C363_Werba_S03	0	myeloid
C367_Werba_S03	3	lymphoid
C371_Werba_S03	3	lymphoid
C379_Werba_S03	4	epithelial_malignant
C383_Werba_S03	0	myeloid
C38_Werba_S03	0	myeloid
C394_Werba_S03	4	epithelial_malignant
C397_Werba_S03	3	lymphoid
C401_Werba_S03	6	endothelial
C402_Werba_S03	4	epithelial_malignant
C411_Werba_S03	5	fibroblast
C420_Werba_S03	0	myeloid
C440_Werba_S03	0	myeloid
C466_Werba_S03	0	myeloid
C470_Werba_S03	0	myeloid
C474_Werba_S03	0	myeloid
C485_Werba_S03	5	fibroblast
C491_Werba_S03	0	myeloid
C492_Werba_S03	3	lymphoid
C501_Werba_S03	3	lymphoid
C503_Werba_S03	5	fibroblast
C507_Werba_S03	3	lymphoid
C512_Werba_S03	1	epithelial
C525_Werba_S03	1	epithelial
C542_Werba_S03	1	epithelial
C548_Werba_S03	4	epithelial_malignant
C558_Werba_S03	0	myeloid
C56_Werba_S03	6	endothelial
C581_Werba_S03	5	fibroblast
C621_Werba_S03	3	lymphoid
C62_Werba_S03	0	myeloid
C633_Werba_S03	3	lymphoid
C650_Werba_S03	3	lymphoid
C65_Werba_S03	3	lymphoid
C77_Werba_S03	3	lymphoid
C82_Werba_S03	4	epithelial_malignant
C90_Werba_S03	0	myeloid
I108_Werba_S03	1	epithelial
I110_Werba_S03	3	lymphoid
I119_Werba_S03	4	epithelial_malignant
I122_Werba_S03	4	epithelial_malignant
I125_Werba_S03	4	epithelial_malignant
I126_Werba_S03	1	epithelial
I127_Werba_S03	4	epithelial_malignant
I135_Werba_S03	4	epithelial_malignant
I137_Werba_S03	4	epithelial_malignant
I138_Werba_S03	0	myeloid
I139_Werba_S03	4	epithelial_malignant
I146_Werba_S03	4	epithelial_malignant
I147_Werba_S03	4	epithelial_malignant
I153_Werba_S03	4	epithelial_malignant
I154_Werba_S03	4	epithelial_malignant
I156_Werba_S03	4	epithelial_malignant
I158_Werba_S03	4	epithelial_malignant
I160_Werba_S03	4	epithelial_malignant
I162_Werba_S03	4	epithelial_malignant
I165_Werba_S03	4	epithelial_malignant
I166_Werba_S03	6	endothelial
I173_Werba_S03	4	epithelial_malignant
I175_Werba_S03	4	epithelial_malignant
I176_Werba_S03	4	epithelial_malignant
I181_Werba_S03	4	epithelial_malignant
I183_Werba_S03	4	epithelial_malignant
I185_Werba_S03	4	epithelial_malignant
I192_Werba_S03	4	epithelial_malignant
I195_Werba_S03	4	epithelial_malignant
I202_Werba_S03	4	epithelial_malignant
I205_Werba_S03	5	fibroblast
I206_Werba_S03	4	epithelial_malignant
I209_Werba_S03	5	fibroblast
I217_Werba_S03	4	epithelial_malignant
I218_Werba_S03	2	myeloid
I222_Werba_S03	4	epithelial_malignant
I224_Werba_S03	4	epithelial_malignant
I226_Werba_S03	4	epithelial_malignant
I228_Werba_S03	4	epithelial_malignant
I231_Werba_S03	4	epithelial_malignant
I234_Werba_S03	4	epithelial_malignant
I236_Werba_S03	4	epithelial_malignant
I239_Werba_S03	4	epithelial_malignant
I241_Werba_S03	4	epithelial_malignant
I252_Werba_S03	4	epithelial_malignant
I255_Werba_S03	0	myeloid
I257_Werba_S03	4	epithelial_malignant
I260_Werba_S03	4	epithelial_malignant
I261_Werba_S03	4	epithelial_malignant
I265_Werba_S03	4	epithelial_malignant
I268_Werba_S03	4	epithelial_malignant
I269_Werba_S03	4	epithelial_malignant
I271_Werba_S03	4	epithelial_malignant
I281_Werba_S03	4	epithelial_malignant
I294_Werba_S03	4	epithelial_malignant
I303_Werba_S03	5	fibroblast
I320_Werba_S03	4	epithelial_malignant
I365_Werba_S03	1	epithelial
I372_Werba_S03	4	epithelial_malignant
I376_Werba_S03	1	epithelial
I388_Werba_S03	0	myeloid
I394_Werba_S03	4	epithelial_malignant
I395_Werba_S03	4	epithelial_malignant
I406_Werba_S03	4	epithelial_malignant
I427_Werba_S03	4	epithelial_malignant
I437_Werba_S03	4	epithelial_malignant
I442_Werba_S03	4	epithelial_malignant
I461_Werba_S03	4	epithelial_malignant
I547_Werba_S03	3	lymphoid
I568_Werba_S03	0	myeloid
I587_Werba_S03	4	epithelial_malignant
I597_Werba_S03	4	epithelial_malignant
I619_Werba_S03	4	epithelial_malignant
I626_Werba_S03	0	myeloid
I627_Werba_S03	4	epithelial_malignant
I632_Werba_S03	4	epithelial_malignant
I634_Werba_S03	0	myeloid
C113_Werba_S04	5	fibroblast
C130_Werba_S04	5	fibroblast
C134_Werba_S04	3	lymphoid
C181_Werba_S04	6	endothelial
C188_Werba_S04	2	myeloid
C189_Werba_S04	1	epithelial
C195_Werba_S04	6	endothelial
C196_Werba_S04	0	myeloid
C24_Werba_S04	1	epithelial
C26_Werba_S04	5	fibroblast
C29_Werba_S04	0	myeloid
C3_Werba_S04	5	fibroblast
C42_Werba_S04	5	fibroblast
C4_Werba_S04	0	myeloid
C50_Werba_S04	4	epithelial_malignant
C54_Werba_S04	0	myeloid
C55_Werba_S04	0	myeloid
C63_Werba_S04	6	endothelial
C67_Werba_S04	1	epithelial
C69_Werba_S04	5	fibroblast
C75_Werba_S04	4	epithelial_malignant
C83_Werba_S04	3	lymphoid
C84_Werba_S04	1	epithelial
C91_Werba_S04	5	fibroblast
I100_Werba_S04	1	epithelial
I101_Werba_S04	0	myeloid
I103_Werba_S04	4	epithelial_malignant
I108_Werba_S04	4	epithelial_malignant
I10_Werba_S04	3	lymphoid
I110_Werba_S04	4	epithelial_malignant
I112_Werba_S04	4	epithelial_malignant
I113_Werba_S04	5	fibroblast
I120_Werba_S04	5	fibroblast
I123_Werba_S04	0	myeloid
I137_Werba_S04	1	epithelial
I140_Werba_S04	5	fibroblast
I162_Werba_S04	5	fibroblast
I173_Werba_S04	4	epithelial_malignant
I191_Werba_S04	1	epithelial
I199_Werba_S04	0	myeloid
I201_Werba_S04	5	fibroblast
I34_Werba_S04	4	epithelial_malignant
I39_Werba_S04	4	epithelial_malignant
I41_Werba_S04	4	epithelial_malignant
I42_Werba_S04	4	epithelial_malignant
I44_Werba_S04	3	lymphoid
I51_Werba_S04	4	epithelial_malignant
I58_Werba_S04	4	epithelial_malignant
I60_Werba_S04	4	epithelial_malignant
I69_Werba_S04	4	epithelial_malignant
I70_Werba_S04	5	fibroblast
I71_Werba_S04	4	epithelial_malignant
I76_Werba_S04	6	endothelial
I78_Werba_S04	4	epithelial_malignant
I82_Werba_S04	4	epithelial_malignant
I89_Werba_S04	4	epithelial_malignant
I90_Werba_S04	5	fibroblast
I92_Werba_S04	6	endothelial
I99_Werba_S04	3	lymphoid
C114_Werba_S05	4	epithelial_malignant
C124_Werba_S05	4	epithelial_malignant
C125_Werba_S05	4	epithelial_malignant
C133_Werba_S05	1	epithelial
C143_Werba_S05	4	epithelial_malignant
C149_Werba_S05	0	myeloid
C14_Werba_S05	5	fibroblast
C175_Werba_S05	4	epithelial_malignant
C199_Werba_S05	3	lymphoid
C203_Werba_S05	5	fibroblast
C21_Werba_S05	4	epithelial_malignant
C237_Werba_S05	4	epithelial_malignant
C241_Werba_S05	4	epithelial_malignant
C254_Werba_S05	4	epithelial_malignant
C25_Werba_S05	4	epithelial_malignant
C266_Werba_S05	4	epithelial_malignant
C269_Werba_S05	4	epithelial_malignant
C271_Werba_S05	4	epithelial_malignant
C274_Werba_S05	4	epithelial_malignant
C278_Werba_S05	4	epithelial_malignant
C2_Werba_S05	4	epithelial_malignant
C302_Werba_S05	4	epithelial_malignant
C319_Werba_S05	4	epithelial_malignant
C327_Werba_S05	4	epithelial_malignant
C329_Werba_S05	4	epithelial_malignant
C330_Werba_S05	0	myeloid
C337_Werba_S05	4	epithelial_malignant
C344_Werba_S05	4	epithelial_malignant
C367_Werba_S05	4	epithelial_malignant
C371_Werba_S05	4	epithelial_malignant
C379_Werba_S05	4	epithelial_malignant
C389_Werba_S05	4	epithelial_malignant
C393_Werba_S05	4	epithelial_malignant
C394_Werba_S05	4	epithelial_malignant
C400_Werba_S05	4	epithelial_malignant
C404_Werba_S05	4	epithelial_malignant
C405_Werba_S05	3	lymphoid
C40_Werba_S05	4	epithelial_malignant
C412_Werba_S05	4	epithelial_malignant
C419_Werba_S05	4	epithelial_malignant
C422_Werba_S05	4	epithelial_malignant
C431_Werba_S05	0	myeloid
C446_Werba_S05	4	epithelial_malignant
C447_Werba_S05	4	epithelial_malignant
C44_Werba_S05	4	epithelial_malignant
C460_Werba_S05	4	epithelial_malignant
C463_Werba_S05	4	epithelial_malignant
C485_Werba_S05	0	myeloid
